Muž, který se zapálil na National Mall zemřel na zranění.	Muž, "který se upálil" na National Mall zemřel.
Útoky Talibanu zabili v Afghánistánu 17 civilistů.	Při sérii útoků v Afghánistánu zemřelo 10 policistů.
Čínský yuan posiluje na 6.168 vůči dolaru, pondělí.	Čínský yuan posiluje na 6.1696 vůči dolaru, čtvrtek.
Egyptský ministr přežil pokus o atentát.	Syrský premiér "přežil pokus o atentát".
Obyvatelé Texasu hledají pomoc v kostele po smrtícím výbuchu.	Obyvatelé se vrací do Texasu, místo výbuchu.
Šinzó Abe byl zvolen japonským premiérem.	Šinzó Abe je japonský premiér.
Ex-první dáma Barbara Bush opustí Texaskou nemocnici.	Bývalá první dáma Barbara Bush opustí nemocnici.
2 mrtví v Bangladéši při střetu v průběhu popravy vůdce Jamaata.	Bangladéšský islamistický vůdce popraven.
Schumacher v kómatu po lyžařské nehodě.	Michael Schumacher stále v kómatu bojuje o život po nehodě na lyžích.
11 lidí zabito při útoku na čínskou policejní stanici.	Jedenáct lidí zabito při útoku na čínskou policejní stanici.
Mali kvůli hlasování pro prezidenta.	Mali sčítá hlasy po rozhodujícím kole prezidentských voleb.
Bradley Cooper a JJ Abrams v jednání o natáčení životopisného filmu Lance Armstronga.	Bradley Cooper v rozhovorech, kdo bude hrát Lance Armstronga v životopisném filmu.
Letadlo Boeing havarovalo v Rusku, 50 mrtvých.	Letadlo Boeing havarovalo v ruském městě Kazaň, 50 mrtvých.
EU ministři jsou odhodlaní vyřešit skandál s koňským masem.	EU ministři vedou a pořádají krizové rozhovory ohledně skandálu s koňským masem.
De Blasio složil přísahu jako starosta New Yorku, nástupce Bloomberga.	Bill De Blasio složil přísahu jako starosta New Yorku, nástupce Michaela Bloomberga.
Thajská opoziční strana bojkotovala všeobecné volby.	Thajská opozice vyhlašuje bojkot voleb.
Zhroucení budovy v Bangladéši, počet obětí dosáhl 540 mrtvých: armáda.	Zhroucení budovy v Bangladéši, ztráty na životech přes 1000 mrtvých.
Alyokhina členka Pussy Riot propuštěna z vězení v Rusku.	Marija Aljochinová členka Pussy Riot propuštěna z vězení.
Jagan Reddy přesunut do nemocnice, energetická krize v Seemandhře pokračuje.	Telangana: Jagan strávil čtvrtek v nemocnici; výpadek v Seemandhře pokračuje.
Letadlo společnosti Asiana nouzově přistane na letišti v San Francisku.	Letadlo nouzově přistane na letišti v San Francisku.
Prezident Středoafrické republiky svržen vzbouřenci.	Prezident Středoafrické republiky, premiér odstoupí.
Brazílie remízovala 2-2 s Anglií, Maracana znovu otevře.	Brazílie s Anglií remízovala 2-2, Maracana znovu otevře.
Čína pokračuje v investičních rozhovorech s Amerikou.	Čína a Tchaj-wan vedou historické rozhovory.
Kalifornie požár: 1900 na linkách, jak hasiči pracují na omezení škod (+ video).	Kalifornie požár roste, ale úředníci říkají, že hasiči dělají pokrok.
George W. Bush varuje před hořkou imigrační debatou.	George W Bush tíží imigrační diskuse.
Mandela hospitalizován, reaguje na léčbu.	Mandela hospitalizován poté, co ukončil řeč.
Rusko odsuzuje severokorejský jaderný test.	Jižní Korea potvrzuje, že Severní Korea provedla sporný třetí jaderný test.
Stovky dělníků Bangladéšské továrny na oblečení onemocnělo.	Stovky onemocněli v Bangladéšské továrně.
Jemen, sebevražedný bombový útok zabil vojáky.	Sebevražedná bombová atentátnice zabila 16 lidí u ruské stanice.
18 lidí uvězněno po výbuchu v ruském uhelném dolu.	Výbuch zabil deset lidí v ruském uhelném dolu.
Thajští protestující pronikli do armádního ústředí.	Thajští protestující zaútočili na armádní ústředí.
Izrael provádí nálet na Sýrii.	Izrael zahajuje nový nálet proti Sýrii.
Policie vypaluje slzný plyn k rozehnání demonstrantů v Tunisu.	Policie vypaluje slzný plyn proti demonstrantům v Káhiře.
Blizzard zasáhl severovýchod USA, pět mrtvých, 700,000 bez energie.	Blizzard spráskal severovýchod USA, silnice uzavřeny.
Hlavní opoziční Egypta odmítá prezidentovu výzvu k debatě.	Egyptská opozice zvažuje reakci na výzvu na Morsiho debatu.
Tokio bude hostit olympijské hry 2020.	Zápas přidán na olympijské hry v Tokiu 2020.
"Kolem 100 mrtvých nebo zraněných" po Čínském zemětřesení.	Stovky mrtvých nebo zraněných v Číně při zemětřesení.
Bydlení nastartuje na 6,8% v květnu.	Květnové bydlení nastartuje na 6,8%.
2 francouzští novináři zabiti v Mali.	Dva francouzští novináři zabiti v Mali.
& Gt; Kubánský Castro předpokládá CELAC předsednictví.	Kubánský Castro převezme předsednictví CELAC.
Vozidla vzplanula ve zhrouceném tunelu v Japonsku.	Vozidla "ponechána hořící", kouř vychází z Japonského tunelu.
Zemětřesení o velikosti 6.9 zasáhlo Nový Zéland.	Zemětřesení o velikosti 5.6 otřásá Íránem.
Desítky vystrašených lidí uvězněných po kolapsu budovy v Indii.	Záchranáři se snaží najít 20 stále uvězněných lidí v Indii po kolapsu budovy.
Nelson Mandela převezen do nemocnice.	Nelson Mandela propuštěn z nemocnice.
Daily Press Briefing: Jižní Sudán.	Daily Press Briefing: Sýrie.
Islamisté zaútočili na město na severu Mali po sebevražedných útocích.	Islamisté napadají malijské vojáky v Gao.
Kardinálové vstoupili do Vatikánu, kvůli historickému hlasování.	Kardinálové vstoupili do Sixtinské kaple, aby zvolili papeže.
Británie je připravena vyhostit Abu Qatadu.	Británie ztrácí nabídku na deportování radikálního duchovního Abu Qatady.
Francouzský parlament podporuje reformu zákona o prostituci.	Ruský parlament zvažuje zákaz amerických adopcí.
Výstřely, výbuchy, jsou slyšet, jak Thajci pokračují v protestu v Bangkoku.	Střelba, exploze provázejí Thajské protesty, den před volbami.
Izraelská armáda se zaměřuje na severní hranici.	Egyptská armáda převezme kontrolu nad Muslimským bratrstvem, podpůrci.
Severní Korea blokuje přístup do Kaesongu.	Severní Korea slibuje restartování jaderných zařízení.
AU vůdcové se setkají na dni pro Afriku.	Egyptský mladý vůdce zadržen po dobu čtyř dnů.
Dnes v historii 23. dubna.	Dnes v historii 21. ledna.
Manning odsouzen k 35 letům vězení.	Ariel Castro odsouzen k 1000 letům vězení.
Americký Senát schválil daňovou skalní dohodu.	Je to oficiální: Dohoda dosáhla na "daňový útes".
Zimmerman zastaven za překročení rychlosti v Texasu, propuštěn s varováním.	Zimmerman zastavil v Texasu, kvůli rychlé jízdě, dostal varování.
Íránský Rouhani varuje před talibánizací v Sýrii.	Rusko, Čína znepokojeni izraelskými nálety v Sýrii.
Sýrie popírá zprávy o smrtícím útoku v Damašku nervovým plynem.	Američtí spojenci získali pomoc k odražení íránských počítačových útoků.
Čínské akcie pomalu rostou po ekonomické schůzce.	Čínské akcie pomalu porostou ve středu.
Rusko odhaluje vazbu na olej v Pacifiku za 30 miliard $.	Rusko odhaluje vazbu na olej v Pacifiku za 25 miliard $.
Policie zabila střelce, našla tři další mrtvé v Colo. Z domova.	4 mrtví poté, co si policie držela odstup, střelec se zabarikádoval v americkém domě.
Dolce and Gabbana odsouzena za daňové úniky.	Dolce and Gabbana dostala pokutu v italském daňovém případu.
Zemětřesení o velikosti 7,2 udeří v Pákistánu: CENC.	Zemětřesení o velikosti 7,7 udeří v SW Pákistánu.
UK je ostražitá ohledně Syrských chemických zbraní.	Západ zvyšuje dohled nad Syrskými chemickými pohledávkami.
Hodnota čínských akcií v pátek mírně klesne.	Hodnota čínských akcií ve středu mírně poroste.
Asteroid sviští mezi Zemí a satelity.	Asteroid prolétá kolem Země.
Boj o Malijské město odráží islamistické taktiky.	EU trénuje armádu Mali k boji proti severním islamistickým ozbrojencům.
Dva stopaři Santy soupeři letošní Vánoce.	Španělsko vrací hodiny zpět na siestu.
Lodě se připravují na přepravu Syrských chemických zbraní.	Sýrie vložila do bomb chemické zbraně, čekají na Assadův rozkaz.
Starosta říká, že za 14 mrtvých v Texasu může výbuch hnojiva na rostliny.	Záchranáři hledají přeživší po výbuchu hnojiva na rostliny v Texasu.
2 zabití, 11 zraněných při útocích v Iráku.	15 zabito, 90 zraněno při nedávných útocích v Iráku.
Může USA věřit Sýrii, v předání chemických zbraní?	USA říká, že Sýrie může použít plyn sarin v chemických zbraních.
Mexická zpěvačka Jenni Rivera pravděpodobně zemřela při letecké havárii.	Jenni Rivera, mexická hudební hvězda, zemřela při letecké havárii.
Bangladéšský soud odsoudil prvního zákonodárce k trestu smrti za válečné zločiny.	Britský premiér tlačí na Srí Lanku, kvůli válečným zločinům.
Mugabe prohlášen za vítěze sporných voleb.	Zimbabwe: Mugabe prohlášen za vítěze sporných voleb.
Počet obětí potopené lodi v Indonésii vzrostl na 15 mrtvých.	Indonésie: Počet obětí převržené lodi v Indonésii vzrostl na 11 mrtvých.
Egyptský soud zakazuje Muslimské bratrstvo.	Egyptský soud zakazuje činnost Muslimského bratrstva.
Rouhani vede v Íránu v prezidentských volbách - předběžné výsledky.	Rouhani vede po počátečním sčítání v Íránu.
Izraelci, Palestinci se domlouvají na výměně vězňů.	Izraelští zákonodárci vyzývají k prozkoumání případu vězně X.
Policie napadena při protestech o Belfastskou vlajku.	Rozhovor s policií, násilí ohledně vlajky.
CBN opakuje plán vyřazovat polymerní bankovky.	Nigérie oznámila plány na změnu polymerních Naira bankovek.
Jižní Korea navrhuje "konečný" rozhovor ohledně Kaesongu se Severní Koreou.	Severní Korea navrhuje rozhovory na vysoké úrovni s USA.
Indie, oběť hromadného znásilnění "bojuje proti přesile".	Indická oběť znásilnění zemřela v nemocnici v Singapuru.
Ozbrojenec zabil 9 zahraničních turistů a jednoho Pákistánce.	Ozbrojenec zabil 11 zahraničních turistů v Pákistánu.
Prohlášení mluvčího zastupitelky Catherine Ashtonové o poslední záplavě útoků v Iráku.	Prohlášení mluvčího zastupitelky EU Catherine Ashtonové o obnovení poprav v Iráku.
Egypt zvyšuje bezpečnostní opatření před pro-Morsi protesty.	Egypt se připravuje na masivní protesty.
Yacimovich žádá kabinet, aby schválil propuštění palestinských vězňů.	Izrael souhlasí s propuštěním 104 palestinských vězňů.
US špionážní složky obviňují NSA z úniku informací.	US špionážní složky obviňují Snowden kvůli úniku informací.
Palestinci staví další protestní stan na západním břehu.	Palestinské vůbec první hlasování OSN symbolicky dosud historické.
Zřícení budovy v Bangladéši má na svědomí 362 mrtvých.	Počet obětí stavebního kolapsu budovy v Bangladéši stoupá na 580 mrtvých.
Izraelští velvyslanci předvoláni kvůli plánům na dohodu.	Británie předvolala izraelského velvyslance kvůli dohodě.
Syn čínského generála byl odsouzen na 10 let vězení za znásilnění.	Syn čínského generála byl odsouzen na 10 let vězení za skupinové znásilnění.
2 mrtví, 2 zranění po střelbě v Nevadě na střední škole.	Nevada: 2 mrtví, 2 zranění po střelbě na střední škole.
Mírné zemětřesení otřásá severozápadním Pákistánem.	Mírné zemětřesení zasáhne jižní Pákistán.
Hamás, zákaz smíšených škol vstoupí v platnost.	Hamás, zákaz smíšených škol.
32 lidí zemřelo při protestu v Bangladéši.	1 člověk zabit při protestu v Bangladéši.
Muž zatčen po zastřelení policisty v Leedsu.	Námořnictvo naléhá na vypuzení důstojníka, který fingoval smrt.
Ukrajinský premiér odstoupí uprostřed protestů.	Turecký premiér chce tvrdě zasáhnout proti protestantům.
Obama se zaměří na ekonomiku ve Státě unie.	Factbox: Co je třeba hledat v Obamově řeči o Státu unie.
Google vypouští internetové zářící balóny.	Google hraje mezinárodní daňovou hru.
Irák podporuje zákrok Egypta proti příznivcům Morsiho.	Irák podporuje zákrok Egypta proti příznivcům Mohameda Morsiho.
Rusko dává počáteční OK pro zákaz amerických adopcí.	Rusko dává počáteční schválení zákazu adopcí.
Pět lidí v Kosovu odsouzeno za obchodování s orgány.	Kosovo: 3 lidi půjdou do vězení za obchodování s orgány.
Hrithik Roshan a manželka Sussanne se rozloučí.	Hrithik Roshan a Sussanne se rozvedou.
Střelec mezi sedmi mrtvými po střelbě v apartmánu na Floridě.	Střelec mezi sedmi mrtvými po přestřelce v apartmánu na Floridě.
Obama v inauguračním projevu chválil pokrok v ohledu homosexuálních práv.	Tisíce protestních homosexuálních manželství ve Francii.
Vlna bombových útoků zabila 15 lidí v Iráku.	Automobilové bomby zabily nejméně 49 lidí v Iráku.
Šokující tah, Obama odložil útok na Sýrii.	Obama odložil útok na Sýrii.
Izrael utočí na Sýrii, kvůli napětí ohledně zbraní.	Nálety zranily civilisty v Syrské Derae.
Ozbrojenec zabil devět lidí v severozápadním Pákistánu.	Radikálové zabili 6 vojáků v severozápadním Pákistánu.
Havárie letadla v San Francisku v kostce.	Dva mrtví, 181 zraněných při leteckém neštěstí v San Francisku.
8 lidí zatčeno po smrtícím kolapsu budovy v Bangladéši.	Pracovníci protestují po kolapsu budovy Bangladéši.
Cestující vánoční výletní lodi nakaženi norovirem.	Pohřešovaný cestující výletní lodi je Ambo NSW.
Ohledně smrti Diany byla polici předána nová informace, vztahující se k smrti princezny Diany a Dodi Fayed, zdá se, že obsahuje možné tvrzení, že byli zavražděni.	Nové informace ohledně smrti Diany a Fayed, smrt princezny Diany a Dodi Al Fayed jsou znovu vyšetřovány policií, po obdržení informace.
Snowden žádá, aby mohl zůstat v Rusku.	Snowden vydává první Ruská videa.
Hodnota čínských akcií ve středu mírně klesne.	Hodnota čínských akcií v pátek mírně poroste.
Nadal vynechá Australian Open, kvůli nemocnému žaludku.	Rafael Nadal bude chybět na Australian Open.
Narendra Modi slibuje tvrdý postoj proti Pákistánu.	Modi z Indie slibuje tvrdý postoj vůči Pákistánu.
Thajská policie použila slzný plyn proti demonstrantům.	Brazilský vůdce přerušil mlčení o protestech.
Muž z Kalifornie se hájí, že je nevinný v případu únosu dívky.	Muž z Kalifornie se hájí, že je nevinen v případě terorismu.
Egyptský soud zvažuje propuštění Mubaraka.	Egyptský soud nařídil propustit Mubaraka.
Skauti odložili rozhodnutí o přijmutí homosexuality.	Skauti z Ameriky odložili hlasování o zavedení zákazu gayů.
2 automobilové bomby zabily 8 lidí v jižním Iráku.	Bombardování aut zabilo 14 lidí v severním Iráku.
Van der Sloot se bude ženit ve vězení.	Joran Van Der Sloots se chce ženit v Peruánském vězení.
Tokijské akcie klesly o 0.26 procenta.	Tokijské akcie klesly o 1,53%.
Čínský akciový index v budoucnu poroste - 4. prosince.	Čínský akciový index v budoucnu klesne - 24. ledna.
Obrázky dne: 7. srpna 2013.	Obrázky dne: 11. dubna 2013.
Palestinci zasaženi při Izraelském útoku v Gaze.	Dva Palestinci zabiti při izraelském náletu na Gazu.
Kde je Rusty? Panda červená zmizela z Národní zoo.	Chybějící panda červená se bezpečně vrátila do Národní zoo.
Jesse Jackson Jr. a manželka popírají vinu v podvodu.	Jesse Jackson Jr., manželka popírají vinu v podvodu.
USA vyloučila Venezuelské diplomaty v řadě.	USA vyloučila Venezuelské diplomaty.
BBC veterán Hall přiznává sexuální zneužívání dětí.	Stuart Hall přiznává sexuální útoky na děti.
7 lidí zabito, 3 zraněni při dopravní nehodě v jižní Číně.	20 lidí zabito, 44 zraněno při dopravní nehodě na Filipínách.
Ryanair hlásí rekordní zisky, ale varuje, že růst pravděpodobně letos zpomalí.	Stansted: Ryanair hlásí 13% nárůst ročního zisku, ale varuje před zpomalením růstu v letošním roce.
Akcie v pondělí pod dohledem.	Akcie ve čtvrtek pod dohledem.
Vzpomínáme 50. výročí smrti JFK.	Na 50. výročí smrti JFK, postavil Dalas první památník.
Zemětřesení o velikosti 6,3 zasáhlo Taiwan.	Zemětřesení o velikosti 7,7 zasáhlo Pákistán.
Knihy pomáhají dětem mluvit o novinkách z Bostonského maratonu.	Zpráva o dvou explozích z Bostonského maratonu na cílové čáře.
Tech Sector Heats Up: Google a IBM vykazují vysoké zisky.	Akcie Googlu rostou přes 1000$ pevného zisku.
Královna Beatrix z Nizozemska odstupuje kvůli synovi.	Královna Beatrix z Nizozemska odstupuje ve prospěch syna.
Motoristé zabiti poté, co se zhroutil tunel v Japonsku.	Auta v pasti při kolapsu tunelu mimo Tokio.
Profily kandidátů na prezidentský úřad v Keni.	Italský novinář vybrán jako kandidát na prezidenta.
Izrael propouští palestinské vězně.	Vládní výbor schválí propuštění 26 palestinských vězňů.
Zhroucená budova ve Philadelphii, 8-10 lidí může být v pasti.	Zhroucená budova ve Philadelphii, zprávy o uvězněných lidech.
Obama se setká s rodinou Mandely.	Obama se setká se Zumou a vzdá hold Mandelovi.
Senát US zahájí debatu o držení zbraní.	Senát US zahájí hlasování o zákonu o držení zbraní.
Čínské akcie ve středu klesly.	Čínští studenti napadeni ve Francii.
Bombové útoky zabili 53 lidí v Damašku.	Bombové útoky zabili 13 civilistů v irácké metropoli.
"Přátelé Sýrie" v jednání s Doha o vyzbrojování rebelů.	Sýrie se v jednání shoduje na vojenské pomoci rebelům.
Sýrie odsuzuje izraelské letecké údery.	Série smrtících útoků zasáhla v Iráku.
Egyptský vůdce ukládá výjimečný stav do 3 měst.	Egyptský prezident vyhlašuje stav nouze ve třech městech.
ABVP demonstranti se střetli s policií v Jantar Mantar, házeli kameny.	Demonstranti se střetli s policií v Jantar Mantar, 5 osob zadrženo.
Turecký premiér vyzývá k ukončení protestů v Istanbulu.	Turecké policie používá slzný plyn proti demonstrantům v Istanbulu.
Červené hrozny a borůvky posilují imunitní systém, říkají vědci.	Červené hrozny, borůvky posilují lidskou imunitu.
Dva muži obviněni z teroristických trestných činů.	Saudi narozen v Nigerii obviněn z terorismu v New Yorku.
EU obdrží Nobelovu cenu za mír.	EU získala v roce 2012 Nobelovu cenu za mír.
Začátek býčího festivalu San Fermin krátce opožděn s ohledem na zastínění baskické vlajky.	Býčí festival San Fermin začíná.
Až 21 lidí, většinou cizinci, zabito při sebevražedném útoku v Kábulu.	Brit mezi mrtvými v Kábulu při sebevražedném útoku.
Bývalý důstojník LAPD hledán kvůli Irvine vraždám.	Bývalý důstojník CIA odsouzen k 30 měsícům vězení za úniku informací.
Akcie v Tokiu v blízkosti 0.88pc nižší.	Akcie Singapuru v blízkosti 0,44pc nižší.
Pákistánský soud zuří kvůli otázkám rouhání.	Zprávy Pákistán-UN odhalují alarmující úroveň užívání drog.
Intel McAfee kupuje cloudový síťový Firewall Specialist Stonesoft za 389M $ v hotovosti.	McAfee získal firewall Stonesoft za 389 milionů $.
Zemětřesení o velikosti 4.1 zasáhlo US.	Zemětřesení o velikosti 7.2 zasáhlo Filipíny.
Bangladéšský vůdce opozice odsouzen k smrti za válečné zločiny.	Bangladéš: Uprchlík odsouzen k smrti tribunálem pro válečné zločiny.
Údajný policejní zabiják zabit střelou do hlavy.	Údajný policejní zabiják zabit výstřelem.
2 policajti zabiti po výbuchu ve východním Afganistánu.	Minimálně 28 lidí zemřelo po výbuchu v čínském uhlovém dole.
Bomba v autě na švédském konzulátu v Libyjském Benghází, žádné ztráty.	Bomba v autě zasáhla švédský konzulát v Benghází, nikdo nebyl zraněn.
Musharraf zatčen z případu Lal Masjid.	Musharraf zatčen v Pákistánu.
Irán doufá, že nukleární řeči vytěží 'plán'	Iránské nukleární řeči v Ženevě urychlí velké naděje.
35 militantů zabito v Afghánistánu po nájezdu: oficiálně	12 militantů zabito v Afghánistánu po nájezdu: ministerstvo
Severní Korea údajně otestovala rakety s krátkým dostřelem.	Severní Korea vystřelila rakety s krátkým dostřelem.
Thajští protestanti zabraňují hlasování; 1 mrtvý po násilí.	Thajští protestanti blokují volební místnosti v Bangkoku.
Venezuelský Hugo Chaves umřel na rakovinu	Hugo Chaves: Venezuelský pracovník pro jednotu
Severní Korey třetí test přinesl blíže status nukleární síly.	NATO říká, že nukleární test Severní Korey je vážná hrozba pro světový mír.
Severní Korea provádí třetí nukleární test.	Severní Korea potvrzuje třetí nukleární test.
Indické akcie otevírají rovné.	Indické akcie otevírají nízko.
Macuaský gamblerský příjem dosáhl rekordu $38 milionů v roce 2012.	Macauský gamblerský příjem dosáhl rekordu $38 milionů v roce 2012.
Izraelsko-palestinské diskuse obnoveny v USA.	Izraelci a Palestinci začali diskutovat.
Poznámka na povinné čtení pro pondělí, 25. listopadu 2013.	Poznámka na povinné čtení pro úterý, 8. října 2013.
Nelson Mandelovo vzpomínková bohoslužba.	Nelson Mandela umírá: živé zpravodajství
NM kraj připravil pro homosexuální manželství slyšení.	Nějaký kraj oficiálně razí cestu pro homosexuální manželství.
Libanonská obchodní stávka na protest na politické slepé uličky.	Tuniský prezident říká, sebejistota může přejít v politickou krizi.
4 členové posádky helikoptéry U.S. Air Force zabiti v Anglii po nehodě.	Posádka helikoptéry US Air Force zabita v Británii po nehodě.
Tokio hostí olympijské hry 2020.	Tokio vyhrálo závod o hostování olympijských her v roce 2020
Malajsie zadržuje australského senátora na letišti.	Malajsie zadržuje australského zákonodárce na letišti.
Indická policie shromáždila všech 5 podezřelých z případu mumbajského znásilnění.	Mumbajská policie zatkla pátého podezřelého z případu hromadného znásilnění
Bezpečnostní agentury přitvrzují pro Thatcherovo pohřeb.	Bezpečnostní agentury se obávají nových teroristických hrozeb v Keně.
Jižní Korea říká, že Severní Korea vystřelila rakety.	Severní Korea vystřelila rakety s krátkým dostřelem.
Británie ukončila továrny na koňské maso, skandál dosáhl až do Francie.	EU ministři se rozhodli vyřešit skandál s koňským masem.
US varuje Sýrii před chemickými zbraněmi.	U.S. se obává růstu ohledně syrských chemických zbraní.
37 zabitých po havárii autobusu v Itálii.	12 zabitých po nehodě v Pákistánu.
US skládá bomby na velký bariérový útes.	US vojsko torpéduje bomby blízko australského velkého bariérového útesu
38 talibanských militantů zabito v Afghánistánu.	Talibán zaútočil US základnu v Afghánistánu
Čínský juan posílil na 6,2689 oproti dolaru.	Čínský juan oslabil na 6,2816 oproti dolaru.
US rozpoznává syrskou opozici.	Rusko pozvalo syrskou opozici na diskuzi.
Google investuje 200 milionů $ v Texasu na větrnou farmu.	Google investuje 200 milionů dolarů do projektu Texaské větrné farmy.
Egypt hlasuje o nové ústavě.	Egypťané hlasují o nové ústavě.
Preston a Anglická legenda Tom Finney umírá v 91.	Bývalý anglický velký Tom Finney umírá v 91.
Čína se snaží, aby se ubránila ekonomické pasti.	Pojištění je klíčem k podpoře hospodářského růstu.
Bomba v autě zabila jednoho a zranila pět lidí v Benghází.	Bomba v autě zasáhla libyjské ministerstvo zahraničí v Benghází.
Bomba na silnici zabila 5 lidí v Afghánistánu.	Bomba na silnici zabila 3 policisty v Afghánistánu.
Tamilové ze Srí Lanky hlasují pro větší autonomii.	Sýrie hovoří pro Camerona a Putina.
Francouzská vojska se blíží na Timbuktu.	Francouzská vojska kontrolují přístup do Timbuktu.
Nálet Nato zabil dvě afghánské děti.	Voják Nato zemřel v Afghánistánu.
Ozbrojenci zabili 11 zahraničních turistů v Pákistánu.	Ozbrojenci zabili 11 zahraničních horolezců v Pákistánu.
Severní Korea zastavuje práci na společné průmyslové zóně.	Severní Korea blokuje přístup do společné průmyslové zóny.
Delhi, oběť skupinového znásilnění, bita a otrávena.	Delhi, skupinové znásilnění, verdikt opět odložen.
Demoliční práce na stadionu v Don Valley začínají.	Demoliční práce začne na stadionu.
Francie se zavazuje vojenskou pomocí v Mali Most.	Francouzské podpůrné vojenské operace v Mali.
Nejsilnější tajfun v roce 2013 udeřil na Filipínách.	23 pohřešovaných když tajfun Utor zasáhl Filipíny.
Egypťané hlasují o dělící ústavě.	Egypťané hlasují o změně ústavy.
Reid cituje, "obrovský pokrok" u dluhového stropu rozhovorů.	Vedoucí senátu se objevil u dohody amerického dluhového stropu.
Egypt vyzývá k více protestům.	Počet obětí z Egyptských protestů vzrostl na 49.
Zemětřesení o velikosti 6.2 otřásá Sarangani.	Zemětřesení o velikosti 4.3 otřásá jihozápadní Čínou.
Jeden mrtvý, 11 zraněných v LA při automobilovém chaosu.	6 mrtvých, 33 zraněných v Cotabato při výbuchu.
Základy Jižní Afriky jsou postaveny na vzpomínce Nelsona Mandely.	Australští politici truchlí po smrti Nelsona Mandely.
Turecká protidemonstrační policie použila slzný plyn na protestanty na Taksimském náměstí.	Turecká protidemonstrační policie vstoupila na Taksimské náměstí.
Střelba v Chicagu poukazuje na nedostatky v práci policie.	Střelba v Chicagu poukazuje na nedostatky v práci policie.
Federální policie bude vyžadovat bezpečnostní komunikaci mezi hlídkovými vozy.	V Guatemale došlo ke zvratu v přesvědčení bývalého diktátora ohledně genocidy.
Ukrajinští protestanští vůdci jmenují ministry, Ruské jednotky jsou na pozoru.	Ukrajina odmítá jednat proti Ruské 'Provokaci'.
Severní Korea odmítá vyjednávat.	Severní Korea odpálila 2 rakety.
Prince Charles 'srovnává Putina s Hitlerem'.	Prince Charles 'srovnává Vladimíra Putina s Adolfem Hitlerem'.
Malala, Snowden a Bělorusové postoupili do dalšího kola o Sakharovu cenu.	Uprchlík Snowden postoupil do dalšího kola o Cenu za lidská práva Evropy.
Irán varuje ohledně vojenských zásahů v Iráku.	Exploze poblíž vojenského letiště v Damašku.
Izraelský předseda vlády nazval prezidenta Iránu hypokritem.	Řecký předseda vlády obvinil koalici z pokrytectví.
Jeden mrtvý po zřícení budovy ve Philadelphii, ostatní byli z trosek zachráněni.	Šest potvrzených úmrtí po zřícení budovy ve Philadelphii.
Policie se střetla s mládeží po protestu proti Morsi.	Egypt: Policie se střetla s Morsi sympatizanty.
Nejlepší diplomati se setkali v Mnichově v čase krize.	Nejlepší diplomaté probírají Íránský jaderný program.
Snowden 'získán uprchlický doklad od Ecuadoru'.	Snowden připraven odletět z Moskvy.
Zpráva Severoamerického prezidenta v novinách World Press Freedom Day.	Pákistán označil noviny World Press Freedom Day.
Evropští ministři zahraničních věcí jednají o zákazu zbraní v Sýrii.	Evropští ministři zahraničních věcí hledají řešení k výzbroji Syrské armády.
Počet mrtvých po zemětřesení na Filipínách stoupl na 185.	Počet mrtvých po zemětřesení na Filipínách stoupl na 144.
V pondělí je třeba pozorně hlídat stavy zásob.	V pondělí je třeba hlídat stavy zásob.
Vojenské letouny zabili 38 bojovníků v náletech na Severo-západní Pákistán.	Americký dron zabil 4 bojovníky v Pákistánu.
Egyptská policie použila slzný plyn proti protestantům v Káhiře.	Policie použila slzný plyn proti protestantům v Káhiře.
Liberál ElBaradei se stal předsedou Egyptské vlády.	ElBaradei jmenován Egyptským předsedou vlády, islamisté protestují.
Filipíny zadržely druhého senátora kvůli korupci.	Filipíny se vzpamatovávají po silném tajfunu.
Německý vyslanec je optimistický ohledně vyjednávání mezi Íránem a G5+1.	Irán je 'opatrný' ohledně budoucích vyjednávání o jaderném programu.
Zemřel známý Španělský flamenco kytarista Paco De Lucia.	Španělský flamenco kytarista Paco De Lucia zemřel ve věku 66 let.
Čínský ledoborec změnil kurz směrem k podezřelým objektům.	Číňané prohledávající letadlo našli 'podezřelý objekt'.
Snowden narazil na překážky v pátrání po Azylu.	Snowden narazil na překážky v pátrání po Azylu.
Počet mrtvých způsobených zřícením budovy v Jižní Indii vyrostl na 47.	Při zřícení budovy v Jižní Indii zemřeli 4 lidé.
Pákistán uvalil dočasný zákaz vysílání 2 televizních stanic.	Pákistán skončil soudní proces proti agentu FBI.
Palestinští vězni přijeli na Muqatu v Ramallah.	Pákistánští vězni napadeni ve vězení v Jammu.
10 mrtvých a pět zraněných si vyžádala dopravní nehoda v jihozápadní Číně.	5 zraněných si vyžádala autonehoda ve městě Gaza.
Math Smith opustil BBC seriál Doctor Who.	Math Smith opustil BBC seriál Doctor Who.
Thajská vláda svolala bezpečnostní složky k potlačení protestů v Bangkoku.	Thajské bezpečnostní složky zůstávají v kasárnách, protože protesty se uklidnily.
Aso odmítá odstoupit kvůli komentářům nacistů.	Španělský předseda vlády odmítá rezignovat kvůli korupčnímu skandálu.
Exploze zabila 29 lidí před dvěma mešitami v Libanonu ve městě Tripolisu.	2 exploze otřásly kamenným městem v severním Libanonu.
Pákistánská letadla bombardují 'úkryty Talibánu'.	Pákistán požaduje zastavení dodávání vojenských zásob Sýrii.
