Černobílý pes běžící vodou.	Černobílý pes běžící trávou.
Pes běží naproti kameře.	Hnědobílý pes běžící na trávě.
Tři psi běžící v blátě.	Žlutý pes běží po blátivé cestě.
Chlapec houpající se na houpačce.	Dívka je na houpačce.
Skupinka mladíků plave v jezeře.	Mnoho dětí si hraje a plave ve vodě.
Modrý a bílý fotbalový tým hrající proti sobě.	Žena nahoře bez s namalovaným obličejem je pokrytá blátem.
Dva psi běžící ve sněhu.	Pes ležící ve sněhu.
Zlatý pes běží sněhem.	Smečka psího spřežení táhnoucí sáně městem.
Hnědý pes se chystá chytit zelený létající talíř.	Hnědý pes čeká, až zelený létající talíř klesne, aby ho mohl chytit.
Skateboardista na ulici ve městě.	Skateboardista ve vzduchu na velké, venkovní rampě.
Čtyři děti na stoličkách u večeře.	Čtyři děti sedí na vysokých barových stoličkách u žlutošedého baru.
Chlapec a bílý pes běžící v travnatém poli.	Chlapec a pes běžící na trávě.
Černobílý pes plave ve velkém zeleném jezeře.	Černý pes rychle běží v mělké vodě.
Dva velcí psi si hrají v travnatém poli.	Dva bílí psi společně běží.
Dva chlapci hrající hru s fotbalovými vlajkami.	Dva chlapci hrají hru s fotbalovými vlajkami.
Hnědočerný pes sprintuje přes sníh.	Černý pes rychle běží po zemi.
Muž s batohem se dívá doleva.	Dospělý muž s batohem jde a dívá se doleva.
Starší muž v modrém tričku drží umělecké plátno.	Černoch jde ve velkém městě vedle budovy.
Dva hubení chlapci hrající si s pískem ve vodě.	Dva psi oklepávají vodu.
Černobílý pes má doširoka otevřenou tlamu.	Černobílý pes, skáče do sněhu.
Malý pes běží přes překážkovou dráhu.	Malý pes skákající přes překážku.
Dívka skáče v skákacím hradě.	Dívka v kostýmu tancuje jako muž.
Hnědý pes běžící skrz les.	Hnědý pes běží skrz trávu.
Skupina lidí stojí u okna a něco sleduje.	Skupina lidí stojí a čeká, až něco uvidí.
Pes skáče přes překážku na soutěži hbitosti.	Pes skákající přes překážkovou dráhu.
Tři závodící lidi na bruslích.	Tři bruslaři za rohem.
Bílý a černý chlapec stojí a mají ruce okolo toho druhého.	Dva mladí chlapci, jeden bílý a jeden černý, stojí a objímají se.
Dvě soutěžící provádí jejich psi na psí show.	Dvě ženy provádí jejích psi na psí show.
Dva muži na straně člunu.	Muž s dlouhými vlasy a s bradkou leží v trávě.
Hnědobílý pes chytá tenisák stojící na zadních nohách.	Hnědobílý pes nese klacek v tlamě.
Hnědý pes v běhu na trávě.	Hnědý pes běží trávou.
Mokrý černý pes s červeným obojkem je v řece.	Černý pes s červeným obojkem brodící se vodou.
Člověk jede na kole po stezce vedle lesa.	Malé dítě v žlutém tričku drží ruce na bocích.
Žena v černých šatech se usmívá před stříbrným nákladním autem.	Dívka oblečená v černém topu se usmívá a za ní je stříbrné nákladní auto.
Dívka hrající si v louži s bosýma nohama.	Dítě si hraje se dvěma bílými a černými husami.
Dva lidé se procházejí u oceánu.	Dva muži v ovčí vlně a v kloboucích dívající se do kamery.
Dvě malé dívky v růžové tancují.	Dvě dámy běžící pro zdraví na cestě v blízkosti nábřeží.
Dvě děti cákající ve vodě.	Dva delfíni skákající do vody.
Pes je na pláži kousek od míče.	Chlap jde na basketbalové hřiště dočasně vyřazené z provozu.
Pes skáče přes hnědou trávu.	Dva psi skáčou přes trávu.
Žena hrající si se dvěma chlapci v parku.	Žena a tři děti si hrají v parku.
Pes se vynořuje z vody s klackem v tlamě.	Pes běží naproti kameře s klackem v tlamě.
Tři psi hrající si ve sněhu.	Chlapec si hraje v písku.
Žena v džínách hraje video hru před velkou obrazovkou.	Muž a žena pózují pro fotografa před postelí posypanou žlutými květinami.
Dva lidé jdoucí po pobřeží při západu slunce.	Dva lidé jdoucí po pláží při západu slunce, aby varovali skupinu lidí.
Muž v obleku tancuje s mladou dívkou před publikem.	Žena visí na modré látce, která drží na stromu.
Tři děti hrající si na podlaze s hračkami.	Tři děti sedící na podlaze hrající si s několika hračkami.
Pes nese vodítko v tlamě.	Načechraný pes nese černé vodítko v tlamě.
Muž v džínách si hraje s míčem, zatímco žena stojící poblíž se dívá pryč.	Muž váže červenou pásku okolo ruky jiného muže na ulici.
Černý pes běží sněhem.	Černohnědý pes běží sněhem.
Žena v růžových bikinách leží na lehátku přikrytém růžovým ručníkem.	Žena v bílém tričku a černé sukni na tenisovém kurtě.
Lyžař padá do sněhu.	Lyžař padá obličejem do sněhu.
Pes s červenou hračkou v tlamě.	Hnědý pes nese klacek v tlamě.
Dva hokejoví hráči zápasící na ledu.	Dva hokejoví hráči zápasí na ledu.
Tři lidé stojí ve venkovní, skleněné stavbě.	Dívka stojí vysoko na plošině překážkové dráhy.
Dva teriéři si hrají na dřevěné podlaze u nich doma.	Dvě štěňata si hrají s červenou gumovou hračkou na hřišti.
Skupina lidí na shromáždění mávající americkými vlajkami.	Dav lidí na venkovní události.
Dva psi běžící přes hřiště.	Dva psi si hrají na hřišti.
Muž v šedém obleku zamykající kolo.	Muž a žena stojící na ulici města.
Dva psi si hrají na dvorku.	Dva psi si hrají na trávě.
Chlapec na skateboardu sjíždí zábradlí u schodů pomalovaných graffiti.	Skateboardista skáče přes překážku před bílým domem.
Bílý pes běží skrz vodu na pláži.	Bílý pes běží skrz vodu na pobřeží.
Muž v černé kožené bundě spí v metru.	Muž v černé kožené bundě, usnul ve veřejném dopravním prostředku.
Pes skákající přes překážku.	Pes skáče přes překážku.
Dva muži nastavují nějaké elektrické zařízení.	Dva psi zápasí na zemi ve sněhu.
Černý pes jde po trávě s klackem v tlamě.	Chlapec drží síť s hadem kousek od země.
Muž a žena foukají bubliny.	Muž a žena v brýlích foukají bubliny.
Dívka běží se psem po suchém poli.	Šedý pes a žlutohnědý pes hrající si na travnatém poli.
Dva psi hrající si ve sněhu.	Dva černí psi ve sněhu.
Skateboardista provádí trik na potrubí.	Skateboardista se snaží udělat trik na domácky vyrobené rampě.
Pes skáče z doku do vody.	Černý pes skáče z doku do vody.
Skupina starších mužů jdoucí ulicí.	Pár jdoucí ulicí.
Pes stojící ve sněhu vedle modrého plotu.	Tří psi si hrají v mělčině vedle skalnatého pobřeží.
Černobílý pes běží přes pole.	Černobílý pes běží v trávě.
Chlapec v černém mává rukama, zatímco ostatní jsou za ním na poli.	Muž v černém tričku jezdí na kolečkových bruslích kolem lavičky ve městě.
Starší žena jede na kole po ulici ve městě.	Starší žena jdoucí do kopce přecházející ulici.
Mladý chlapec mlátí do žlutého míče.	Malý pes skáče přes žlutý paprsek.
Skupina mladých baletek je v tanečním studiu.	Skupina mladých dam v bikinách.
Mladý chlapec v bílém tričku si hraje na travnaté pláni.	Žena si nechává dělat vlasy v salónu.
Žena a muž jsou rozptýleni sluchátky.	Muž a žena odpočívající po cvičení.
Dvě dívky jdoucí v oceánu.	Dvě dívky jdoucí po ulici.
Chrt číslo dva běží po dráze.	Chrt s náhubkem běží po dráze.
Muž a pes se hrají přetahovanou s lanem.	Muž tančí na barevné zdi.
Mokré dítě se třese pod ručníkem u bazénu.	Mokré dítě se třese v ručníku před bazénem.
Bílý pes běží na pláži.	Bílý pes běží po pláži.
Šest psů běžících po písečné pláži.	Šest psů jdoucích vedle pláže.
Muž se drží držadla ve vodě.	Muž se drží držadel ve vzduchu.
Čtyři děti si hrají na trampolíně.	Čtyři děti skáčou na trampolíně.
Bílí pes jdoucí ve sněhu.	Černo žluto hnědý pes jdoucí sněhem.
Bílo hnědý pes běží přes trávu.	Tři psi běží na trávě.
Chlapec jede dolů nafukovací skluzavkou.	Chlapec v červeném se klouže dolů nafukovací dráhou.
Dva psi hrající si s míčem v louži.	Dva psi stojí v louži a jeden má žlutý tenisový míček.
Tři psi si hrají ve vodě.	Tři psi běží ve sněhu.
Dva psi hrající si ve sněhu.	Dvě děti hrající si se psem.
Dívka dělá most na pláži.	Dívka dělající most na pláži.
Loď vplouvá do divoké vody.	Muž na kajaku sjíždí divokou vodu.
Dva psi aportují ve sněhu.	Dva psi si spolu hrají v trávě.
Černo žluto hnědý pes stojící na poli kousek od stromů.	Bílý pes stojí u řeky a oklepává se do sucha.
Dva surfaři jedoucí na malé vlně.	Dva surfaři provádí triky ve vlnách.
Dva lidé jdoucí na pláži při západu slunce.	Dva lidé jdoucí po pobřeží při západu slunce.
Tři psi si hrají v bílém sněhu.	Dva psi si hrají v trávě.
Dvě štěňata hrající si kolem v trávě.	Dva psi zápasí v trávě.
Mladá dívka sedí Santovi na klíně.	Malá dívka sedí Santovi na klíně.
Černobílý pes běží s otevřenou tlamou.	Černobílý pes plave v modré vodě.
Černý pes běžící do vody.	Černý pes běžící vodou.
Mladý chlapec skákající do vzduchu na pláži.	Chlapec skákající do vzduchu na pláži.
Pět mužů ve smokingu jde dolů po schodech.	Pět mužů ve smokingu jde dolů po schodišti.
Muž v červených kraťasech a bílém tričku vykopávající fotbalový míč.	Černý pes na surfu držící červený gumový míč.
Muž a pes na skalnatém mořském pobřeží.	Muž a pes stojící na kamenech vedle vody.
Hnědý pes cachtající se ve vodě.	Čtyři psi cachtající se ve vodě.
Smějící se žena je na pláži pohřbená v mořských řasách.	Dívka v kovbojském klobouku s ovcí na vodítku.
Pes s velkýma ušima drží malý klacek v tlamě.	Štěně s velkýma ušima žvýkající klacek.
Velký hnědý pes skáče skrz vysokou trávu.	Dívka oblečená v modrém tričku běží skrz vědecké centrum.
Dva psi bojující ve sněhu.	Dva psi hrající si ve sněhu.
Hnědý pes je uprostřed řady psů pronásledujících špinavý tenisový míč přes bláto.	Jsou tam dva bílí a jeden hnědý pes pronásledující míč.
Chrt je aktivní na travnatém hřišti.	Skupina kol závodících na dráze.
Dva lidé na motorce a sajdkáře závodí v bahně.	Pes nesoucí dlouhý klacek v tlamě.
Muž v červených plavkách hrající volejbal.	Muž a žena sedící na motorce.
Muž a žena jdoucí kolem obchodu s hudbou.	Muž a žena líbající se před davem lidí.
Muž sedí na vrcholku skalnaté hory.	Člověk vystrkuje hlavu ze stanu na vrcholu hory.
Dva lidé v kombinézách ležící ve sněhu dělající andělíčky.	Dvě dětí ležící ve sněhu dělající andělíčky.
Malá blondýnka stojí před fontánou.	Mladá dívka stojící před fontánou.
Muž stojící na lodi přitahující druhou loď bambusovou holí.	Muž v černém klobouku stojící před cihlovou zdí a značkou.
Muž hraje na bílou kytaru.	Muž hrající na bílou kytaru a zpívající k tomu.
Člověk na lyžích se nechává táhnout psy na horách.	Hnědý pes si hraje s míčem ve vodě.
Dva mladí lidé bez trička, hrající si ve vodě.	Mnoho lidí si hraje ve vodě na pláži.
Detail kolibříka.	Detail letícího kolibříka.
Dva psi si hrají v trávě.	Dva žlutohnědí psi si hrají ve sněhu.
Žena v černých šatech jdoucí po ulici.	Žena sleduje psa, jak skáče ze schodů.
Tři děti zápasí na květinovém koberci.	Tři děti hrající si na podlaze.
Chlapec v červeném skákající do pískoviště.	Pes plavající v rybníku.
Muž a žena dívající se do kamery.	Smějící se muž a žena.
Pes skáče do vody.	Pes skáče do vody.
Hnědý pes běžící špinavou blátivou trávou.	Velký hnědý pes běží venku ve špíně.
Tři psi táhnoucí muže na kole sněhem.	Psi táhnou muže na kole skrz sníh.
Chlapec houpající se na houpačce.	Mladý chlapec houpající se na houpačce.
Černý pes běžící sněhem.	Černý pes běžící vodou.
Miminko v červené čepici sedící v kočárku, drží panenku.	Muž v šedém tričku sedící v poli květin.
Tři děti si venku hrají se senem, házející ho na čočku od foťáku.	Tři mladé děti si hrají se senem, házející ho na fotoaparát.
Černý pes jdoucí vedle bazénu.	Černý pes jde po straně bazénu.
Lezec stojí na skále s obličejem vedle růžového lana.	Děti běžící ve sněhu s ohradami v pozadí.
Usmívající se muž je oblečený v černém tričku a klobouku.	Muž zvedá malou dívku nad hlavu.
Černý pes s nasazeným oranžovým obojkem je zapletený v rybářském vlasci.	Černý pes s nasazeným červeným obojkem ze sebe oklepává vodu.
Mokrý, zlatosrstý pes nese klacek na pobřeží.	Mokrý, hnědý pes má klacek v tlamě a běží v písku kousek od vody.
Muž a žena jedou po ulici na kolech.	Muž a žena jedou přes křižovatku ve městě na kolech.
Muž a pes na kamenech na pláži.	Muž a pes na kamenném mořském břehu.
Dva psi si kolem hrají v blátě.	Tanečnice v červenobílých šatech pózující pro kameru.
Velká skupina lidí stojících venku před budovou.	Skupina lidí bruslí ve velkém městě.
Zlatosrstý pes běží na trávě.	Velký béžový pes běží trávou.
Pes běží trávou.	Pes běží přes trávu.
Muž v červených kraťasech nesoucí hůl jde podél kamenů u řeky.	Muž jde po kamenech kolem, kterých protéká voda.
Muž veslující na lodi.	Muž dělající triky na skateboardu.
Tři psi běžící na závodní dráze.	Tří psi krouží po závodní dráze.
Černohnědý pes jde sněhem nedaleko budovy.	Starší muž stojí venku před starou zabedněnou budovou.
Pes skáče do plaveckého bazénu za kachnou.	Pes skákající do plaveckého bazénu.
Pes běžící lesem v zimě.	Pes běžící skrz hodně větviček.
Dívka si hraje s obrázky na velké obrazovce.	Tři dívky držící deštníky jsou natočeny zády k fotoaparátu.
Mnoho lidí závodí v ulicích.	Štěně běžící po ulici.
Dva psi ve sněhu.	Dva psi si hrají v trávě.
Muž v pánských plavkách stojí naproti nějaké skále.	Muž v šedém tričku leze po velké skalní stěně.
Dva bílí psi jdoucí ve sněhu.	Žluto hnědý pes s černým obojkem štěkající ve sněhu.
Žena oblečená v růžovém tričku skáče do vzduchu s roztaženýma rukama a nohama.	Muž v kšandách a slunečních brýlích vyskakuje do vzduchu s roztaženýma rukama a nohama.
Pes běží trávou.	Dva psi běží křovím.
Tři psi hrající si ve sněhu.	Tři psi běží ve sněhu.
Pes běžící přes písek.	Pes běžící vodou.
Chlapec v oranžovém tričku hází míč.	Černobílý pes s náhubkem vyskakuje nad trávu.
Žena se pokouší jet na malé vlně.	Muž a žena sedící venku na sluníčku zády k sobě.
Černobílý pes plave v řece.	Černoch a jeho pes na pláži.
Muž stojící na vrcholu rozeklané skály poblíž oceánu.	Muž stojí na vrcholu skály s výhledem na oceán.
Dívka v černomodrém neoprenu surfuje.	Žena oblečená v černomodrém pruhovaném obleku surfuje na vlně.
Žena vede psa skrz překážkovou dráhu.	Žena vedoucí jejího malého psa skrz překážkovou dráhu.
Několik lidí v noci sedí okolo ohně.	Skupina lidí v noci sedí kolem planoucího ohně.
Dva psi běží v poli.	Dva psi běžící v poli.
Dva lidé jsou v posteli.	Dva boxeři jsou v ringu.
Dva psi na pláži.	Pes jde na pláži.
Mladý chlapec stojí na šedivé keramické dlažbě.	Mladý chlapec procvičující karate v tělocvičně.
Dva psi bojující ve sněhu.	Dva psi si hrají ve sněhu.
Skupina lidí je ve vodě.	Skupina lidí jede závod.
Pes běží s jídlem v tlamě.	Pes běží se žlutým míčem v tlamě.
Dva psi sbíhají po pláži.	Dva psi běžící na pláži.
Černobílý pes plavající v bazénu.	Černobílý pes běžící s něčím v tlamě.
Dva psi čuchají k něčemu v kamení.	Dva psi běžící po cestě v lese.
Pes, má hlavu uvnitř červenozelené dárkové tašky.	Mazlíček hravě prozkoumává obsah dárkové tašky.
Muž ve žlutém tričku na obličeji se zlatou sluneční maskou.	Muž ve žlutém tričku má na sobě zlatou masku ve tvaru slunce.
Muž na laně leze po strmé skále.	Mladý muž skáče na fialovém snowboardu.
Dítě s rukama na jeho hlavě.	Malý chlapec stojí s rukama na vršku jeho hlavy.
Muž oblečený v oranžové vestě jede na kánoi v modré vodě.	Muž v oranžové bundě v písku zvedající ruce k nebi.
Černý pes leží v písku.	Děti si hrají ve vodě.
Světlehnědý pes šťastně běží po cestě.	Bledý pes sbíhá po cestě.
Starý muž v černém trikotu stojící na tržišti.	Dítě na sobě s červeným tričkem jdoucí po náměstí.
Muž oblečený v černém oblečení, klobouku a brýlích před červenou zdí.	Žena v bílém tričku stojící před cihlovou zdí.
Muž učí chlapce jezdit na kole.	Ten muž učí chlapce jezdit na kole.
Zrzavá žena v černém pózuje pro muže, který odpočívá na stromě.	Muž v černém tričku drží dítě, které má sluneční brýle.
Muž lezoucí po útesu.	Muž leze po strmém útesu.
Dva psi aportují ve sněhu.	Dva psi si hrají ve sněhu.
Dvě dívky jsou v kalhotách od pyžama a vypadá to, že tancují.	Dvě dívky v kšiltovkách jí venku svačinu.
Bílo hnědý pes hrající si s černou hračkou.	Bílo hnědý pes se přetahuje na laně.
Dva černí psi skáčou ve sněhu a hrají si se žlutým tenisákem.	Hnědý a černý pes hrající si se žlutým fotbalovým míčem.
Dva psi si společně hrají na pláži.	Dva černí psi si hrají v trávě.
Chlapec hraje baseball.	Muž hraje baseball.
Černobílý pes skáče přes překážku.	Bílý pes běžící přes most.
Chlapec, který má na sobě červené tričko, běží přes trávu se zuřivým psem.	Sportovní fanoušek s pomalovaným obličejem stojí v písku.
Černý pes aportuje ve sněhu.	Skateboardista skákající na ulici.
Usmívající se muž a holčička pózující pro fotku.	Usmívající se muž drží malé dítě oblečené v růžové a červené.
Dva žluto hnědo bílí psi a jeden žlutohnědý pes závodí po pláži kousek od vody.	Dáma v růžové bundě se Zvonilkou stojí vedle zábradlí a sleduje vodu.
Pes ve sněhu skákající pro létající talíř.	Pes skáče ve sněhu.
Muž jede na kole po blátivé cestě.	Dva psi, běžící po blátivé cestě.
Hnědobílý pes s růžovým obojkem ve sněhu štěká na hnědého psa s modrým obojkem.	Pes s červeným obojkem cení zuby na psa s modrým obojkem.
Hnědobílý pes běží vodou.	Dva psi, běžící vodou.
Mladý sedící muž v klobouku si čte v kavárně.	Žena, kterou těší čtení v kavárně.
Černobílý pes běží trávou.	Černobílý pes běží na trávě.
Dva hnědí psi se navzájem koušou.	Dva hnědí psi v písku kousající se navzájem.
Skateboardista se pokouší udělat trik na kraji nízké zdi.	Chlapec na zábradlí dělá triky se skateboardem.
Mladá dívka dělající salto pozadu do vody.	Mladá dívka ve fialovém běžící vodou.
Snowboardista jede dolů po zábradlí vedle schodiště.	Chlapec jede na hraně skateboardu po betonové zdi.
Černý pes vyskakuje z vody.	Černý pes ze sebe oklepává vodu.
Žena a dva muži v čepicích seznamující se venku.	Mladá žena v pletené čepici stojí naproti zdi od obchodu s pizzou.
Malý chlapec v županu sedí na kovové židli.	Chlapec v županu sedí na židli.
Černý pes běží sněhem.	Černý pitbul běží blátem.
Skupina teenagerů tancuje na dřevěné podlaze.	Skupina lidí v tmavém oblečení tancuje v řadě na dřevěné podlaze.
Žena stojí s pažemi podél boků, zatímco jiná žena fotí.	Muž stojící v davu držící bílý objekt.
Mladý chlapec jede na kole.	Mladá dívka ležící na modré nafukovací hračce.
Černý pes běžící ve sněhu.	Černý pes běžící na pláži.
Tři psi ve sněhu u ohrady.	Dva psi pijí vodu v jezeře.
Dívka se dvěma černými psi běží podél břehu řeky.	Malý chlapec se mazlí s tygrem, který leží na zemi.
Muž lezoucí po skalní stěně.	Muž leze po skalní stěně.
Mladistvá dívka běžící po pláži křičí, za ní jde starší muž.	Mladé dítě běžící podél pobřeží na pláži.
Žena hrající tenis a trefující míček.	Žena hraje volejbal.
Mladý chlapec se stojícími vlasy se klouže po modré skluzavce.	Dítě v oranžovém tričku se klouže po modrozelené skluzavce.
Mnoho lidí je na pláži nedaleko budovy s vlající vlajkou.	Lidé roztroušení na rušné pláži sledující oblohu.
Pes stojící ve vodě.	Dívka hrající si na padáku.
Hnědobílý pes jde vedle muže na skateboardu.	Blonďaté dítě leží na větvi stromu na zelené louce.
Muž jedoucí na vlně na surfu.	Muž v černém jedoucí na vlně na surfu.
Surfař sjíždí lámající se vlnu.	Skupina surfařů chytající vlnu.
Muž v červeném tričku leze po boku hory.	Muž leze po boku hory.
Černobílý pes běžící vodou.	Žluto hnědo bílý pes běží vodou.
Muž oblečený v černé uniformě jedoucí na motorce.	Bílá motorka je řízena kolem závodní dráhy.
Tři klauni v zářivých, mnohobarevných kostýmech.	Tři ženy v zářivých barevných šatech.
Černý pes plavoucí přes řeku.	Černý pes prokopávající se sněhem.
Dva béžoví psi si hrají v trávě.	Dva žlutohnědí psi si hrají v trávě.
Dva psi běží trávou kousek od domu a stromů.	Dva psi běží přes zelený dvorek.
Muž a žena se usmívají.	Smějící se muž a žena.
Muž stojí na vrcholu skály nebo hory a sleduje západ slunce.	Muž stojící na horách sledující západ slunce.
Dvě malé dívky si hrají na trampolíně.	Dva malí chlapci si hrají na hřišti.
Dvě dívky skáčou vysoko do vzduchu.	Dva psi čichají jeden k druhému v trávě nedaleko jezera.
Žena držící černou peněženku kouří cigaretu.	Žena s černou taškou kouří cigaretu.
Pes běží po trávě.	Hnědý pes běží v trávě.
Muž s dlouhými vlasy se dívá skrz fotoaparát.	Žena stojí naproti zdi, poblíž které je video kamera.
Pes a červený míč ve vzduchu.	Pes kope díru na dvorku.
Hnědobílý pes běží přes hnědé hřiště.	Člověk visící ze skalnatého útesu.
Hnědý pes běžící na trávě.	Pes běží na trávě.
Pes kluše trávou.	Pes cválá trávou.
Dva lidé v kloboucích sedí a dívají se do foťáku.	Muž v modrém tričku dělá nabručenou tvář.
Černý pes stojící v trávě kousek od volejbalového míče.	Hnědočerný pes s modrým obojkem na travnatém hřišti kousek od fotbalového míče.
Dvě hrající si dívky s lidmi a květinami za nimi.	Dvě mladé dívky v sukních si hrají na zahradě.
Dívka v růžovém tričku roztahuje svoje končetiny ve vzduchu.	Muž oblečený v kostýmu Santy šplhá po velké betonové budově.
Malá dívka v červeném tričku táhne papírového draka.	Dívka v červeném tričku fotí fotku mobilem.
Dítě klouzající se ve sněhu.	Muž spící na ulici.
Tři psi si hrají ve vodě.	Tři psi plavou ve vodě.
Bílý pes běžící na písku.	Bílý pes běží na písku.
Dívka s rukama ve vzduchu sedí na zádech muže, který leží na dece.	Dítě běží opačným směrem od ostatních dětí, které hrály hru.
Červenobílé závodní auto na blátivé závodní dráze.	Člověk jede na špinavém kole v závodě po blátivé dráze.
Černobílý pes běží skrz pole krav.	Velký černobílý pes běží ve vodě oceánu.
Bílý pes se světlehnědými značkami má klacek v tlamě a tlapy ve sněhu.	Bílý pes drží klacek v tlamě, zatímco běží sněhem.
Muž ve slamáku zastiňuje svůj mobil, zatímco ostatní jdou po rušném chodníku.	Muž leží na ulici s jeho hlavou a rameny pod zaparkovaným autem, které zvedá.
Muž s poštovní brašnou před šedou dlaždicovou stěnou.	Muž v červené bundě stojící před majákem.
Pes plave ve vodě.	Tři psi plavou ve vodě.
Skupina malých děvčat a pes stojící na cestě.	Skupina lidí v modrém raftu jedoucí na divoké vodě.
Malý bílý pes s kudrnatými chlupy běží přes chodník s klackem v tlamě.	Bílý pes s kudrnatými chlupy běží s klackem v tlamě.
Muž v neoprenu hází dítě v neoprenu do vzduchu.	Tancující muž v bílé potisknuté košili a tancující žena v černých šatech.
Muž v šedém obleku klečí před ženou v bílých šatech.	Ženu v červeném s pivem následuje muž v bílém.
Blondýna má nasazenu černou kšiltovku s americkou vlajkou.	Zrzka má nasazený černý baret ozdobený americkou vlajkou.
Člověk držící síť stojí ve vodě.	Černoška a dvě černé děti sedí v doškovém stanu.
Žena v červené teplákové soupravě vymačkávající citróny v lisu.	Mladá žena v růžové kapuce, fotí snímek.
Černobílý pes běží trávou.	Žlutohnědý pes jde sněhem.
Muž na ulici venčí dva psi na vodítku.	Muž ve městě venčí dva psi.
Hnědobílý pes s růžovým létajícím talířem v tlamě hopsá muži po zádech.	Pes s létajícím talířem v tlamě přeskakuje muže.
Pes běží ve sněhu.	Dva psi běžící v blátě.
Malý chlapec hrající si ve sněhu.	Hnědobílý pes si hraje ve sněhu.
Zapřažený pes skáče přes kládu a další pes ho následuje.	Hnědobílý pes skáče přes kládu v poli a další pes ho následuje.
Pes a kočka leží spolu.	Dva šedí psi nesou klacek ve vodě.
Žena v modrém tričku a žlutohnědých kraťasech sedí u stolu.	Usmívající se mladá žena v tyrkysovém tričku a šátku u stolu.
Rodina si na pláži hraje s jejich psem.	Malá nahatá holčička je házená do vzduchu.
Bílý pes běžící ve sněhu.	Psi běží ve sněhu.
Pes běží skrz dlouhou trávu.	Pes leží v dlouhé zelené trávě.
Černý pes běží sněhem.	Řidič závodního auta jede se svým autem skrz bláto.
Pes oblečený v zeleném svetru a s batohem jdoucí na sněhu.	Malý pes oblečený v zeleném svetru a s batohem jde sněhem.
Skupina lidí sedící okolo stolu.	Skupina dívek na pláži.
Tři psi běží v poli.	Dva psi běží v travnatém poli.
Muž a žena s rukama na bradách stojí vedle Vánočního stromku.	Muž s bílou bradkou v modré čepici stojí u vchodu do dílny.
Černobílý pes má klacek v tlapách.	Černý a bílý pes stojí na sněhu.
Bílý pes běžící sněhem.	Černobílý pes běží trávou.
Muž na zasněženém kopci na lyžích s horami v pozadí.	Pes si užívá dovádění ve vodě s horami a pískem v pozadí.
Skupina lidí kempuje venku na nějaké skále.	Skupina lidí stojí vedle hasičského vozu.
Muž na kole vedle řeky.	Muž na kole skáče velmi vysoko.
Pes běžící po trávě.	Dva psi běží po trávě.
Je tam černý pes skákající do plaveckého bazénu.	Černý pes skáče do plaveckého bazénu.
Lyžař jede dolů zasněženým kopcem.	Hnědý pes leží ve sněhu.
Dva psi běží na trávě.	Dva psi běžící v blátě.
Muž na pláži rozstřikuje tekutinu z dlouhé hadice.	Chlap sedí na kole s jedním kolem ve vzduchu.
Tři psi hrající si ve sněhu, zatímco jeden pes má na sobě bundu.	Tři psi hrající si ve sněhu, s městem v jejich pozadí.
Mnoho fotbalových hráčů sedících na zemi.	Pes se válí po zemi.
Skupina lidí v lodích závodících k pobřeží.	Skupina lidí stojí spolu a pózují před domem.
Malý chlapec a malá dívka hrající si spolu venku.	Žena v bílém tričku stojí na ulici.
Člověk v červené vestě se dotýká modrých bruslí na jiné osobě.	Dáma ve sněhu zavazuje něčí brusle.
Dívka vzhůru nohama se hlavou odráží na trampolíně.	Dívka se hlavou odráží na trampolíně.
Surfař dělá flip z vlny.	Surfař dělá flip na vlně.
Dýdžejka zvedá album Michaela Jacksona.	Dívka držící obrázek usmívajícího se Michaela Jacksona.
Usmívající se žena stojící před stromy.	Muž jde vedle stromů před panoramami města.
Chlapec skákající salto vzad do plaveckého bazénu.	Chlapec v červenomodrých plavkách skákající po hlavě do plaveckého bazénu.
Tři malí chlapci se pokrývají bublinami.	Tři děti stojící u bazénu jsou pokryté pěnovými bublinami.
Chlapec vzhlíží k dívce, zatímco jiná dívka je ignoruje.	Chlapec se potápí v bazénu, zatímco ho pozoruje pár.
Dva velcí pudlové si hrají ve sněhu s hračkou.	 Dva psi bojující ve sněhu.
Dav lidí stojí na venkovské cestě, s polem za nimi a lesem před nimi.	Skupina lidí stojící vedle auta s otevřeným kufrem.
Chlapec leží na břiše v trávě.	Malý chlapec ležící na břiše na trávě.
Černý pes s modrým obojkem běží ve sněhu.	Černý pes s červeným obojkem si hraje ve sněhu.
Japonský šermíř skáče do vzduchu.	Žena učí svého psa skákat do vzduchu.
Pták sedí na stromě.	Pták sedí na bezlistém stromě.
Hnědý pes žvýká oranžový míček.	Pes má oranžový míček v tlamě.
Bílý pes běží podél skalnatého pobřeží.	Pes skáče přes překážku.
Hnědý pes skákající do vzduchu, aby chytil míč.	Tři mladé ženy skákající do vzduchu, aby chytily míč.
Dítě jde od jednoho piknikového stolu, k druhému.	Chlapec v parku hopsá z jednoho piknikového stolu na druhý.
Muž s boxerkami s vlajkou US stojí na schodišti.	Žena v bílém tričku stojí na ulici.
Skupina sedmi lidí jede na zeleném raftu v peřejích.	Skupina lidí v noci stojí a sedí v kolečku na zemi.
Pes ve sněhu.	Dva psi ve sněhu.
Muž s dlouhými vlasy se dívá skrz fotoaparát.	Muž se slunečními brýlemi dívající se přímo před sebe.
Dalmatin běžící podél pláže.	Dalmatin běží podél pláže.
Černobílý pes skákající do vzduchu, aby chytil létající talíř.	Černobílý pes skákající na dvorku.
